username,user_id,verified,name,location,lang,tweet_id,source,edit_history_tweet_ids,created_at,text,possibly_sensitive,type,geo.coordinates.type,geo.coordinates.coordinates
futboltime101,1321175260901875720,False,futboltime10,,es,1593376832656756736,Twitter Web App,['1593376832656756736'],2022-11-17 22:53:35+00:00,Una diapo para tener la referencia mínima del primer rival de la #SeleccionMayor Argentina a 5 días del #MundialQatar2022 https://t.co/i3AWnzO3t1,False,,,
RXFutbol,143103757,False,RX Fútbol,Argentina,es,1593376717690634240,Twitter for Android,['1593376717690634240'],2022-11-17 22:53:07+00:00,"#SelecciónMayor

 Tras el entrenamiento de hoy, el futbolista Nicolás González sufrió una lesión muscular y quedará desafectado de la nómina mundialista. En su reemplazo, el CT de @Argentina,  convoca a Ángel Correa.

Vía @Argentina https://t.co/hBWlQlvSQt",False,,,
FutbolPro3D,1210030238136225793,False,FutbolPro3D,Argentina,es,1593376563424382977,Twitter Web App,['1593376563424382977'],2022-11-17 22:52:30+00:00,Una diapo para tener la referencia mínima del primer rival de la #SeleccionMayor Argentina a 5 días del #MundialQatar2022 https://t.co/1iBzkarp9E,False,,,
Argentina,2495199115,True,Selección Argentina 🇦🇷,Argentina,es,1593378648643567622,TweetDeck,['1593378648643567622'],2022-11-17 23:00:48+00:00,"#SelecciónMayor Parte médico de los jugadores Nicolás González y Joaquín Correa.

📝 https://t.co/z9qMwrf706 https://t.co/d6CbqOYF7q",False,,,
TiempoDeportiv8,1503481326694850560,False,Tiempo Deportivo,,es,1593377964590133248,Twitter for Android,['1593377964590133248'],2022-11-17 22:58:04+00:00,"🚨 ÚLTIMO MOMENTO

@Argentina 
#SelecciónMayor

 El futbolista Thiago Almada se suma a la convocatoria mundialista de #Qatar2022   . https://t.co/2SbHRfv90X",False,,,
futboltime101,1321175260901875720,False,futboltime10,,es,1593377480097906689,Twitter for Android,['1593377480097906689'],2022-11-17 22:56:09+00:00,"CAMBIO EN LA CONVOCATORIA DE ARGENTINA 🇦🇷
Joaquín Correa causa baja de la convocatoria por lesión. Thiago Almada es el jugador que le sustituye #TodosJuntos #SeleccionMayor #QatarWorldCup2022 #MundialQatar2022 #FIFAWorldCupQatar2022 https://t.co/2xv4GKAH6y",False,replied_to,,
RXFutbol,143103757,False,RX Fútbol,Argentina,es,1593376832656756736,Twitter Web App,['1593376832656756736'],2022-11-17 22:53:35+00:00,Una diapo para tener la referencia mínima del primer rival de la #SeleccionMayor Argentina a 5 días del #MundialQatar2022 https://t.co/i3AWnzO3t1,False,,,
FutbolPro3D,1210030238136225793,False,FutbolPro3D,Argentina,es,1593376717690634240,Twitter for Android,['1593376717690634240'],2022-11-17 22:53:07+00:00,"#SelecciónMayor

 Tras el entrenamiento de hoy, el futbolista Nicolás González sufrió una lesión muscular y quedará desafectado de la nómina mundialista. En su reemplazo, el CT de @Argentina,  convoca a Ángel Correa.

Vía @Argentina https://t.co/hBWlQlvSQt",False,,,
Argentina,2495199115,True,Selección Argentina 🇦🇷,Argentina,es,1593376563424382977,Twitter Web App,['1593376563424382977'],2022-11-17 22:52:30+00:00,Una diapo para tener la referencia mínima del primer rival de la #SeleccionMayor Argentina a 5 días del #MundialQatar2022 https://t.co/1iBzkarp9E,False,,,
TiempoDeportiv8,1503481326694850560,False,Tiempo Deportivo,,es,1593378648643567622,TweetDeck,['1593378648643567622'],2022-11-17 23:00:48+00:00,"#SelecciónMayor Parte médico de los jugadores Nicolás González y Joaquín Correa.

📝 https://t.co/z9qMwrf706 https://t.co/d6CbqOYF7q",False,,,
futboltime101,1321175260901875720,False,futboltime10,,es,1593377964590133248,Twitter for Android,['1593377964590133248'],2022-11-17 22:58:04+00:00,"🚨 ÚLTIMO MOMENTO

@Argentina 
#SelecciónMayor

 El futbolista Thiago Almada se suma a la convocatoria mundialista de #Qatar2022   . https://t.co/2SbHRfv90X",False,,,
RXFutbol,143103757,False,RX Fútbol,Argentina,es,1593377480097906689,Twitter for Android,['1593377480097906689'],2022-11-17 22:56:09+00:00,"CAMBIO EN LA CONVOCATORIA DE ARGENTINA 🇦🇷
Joaquín Correa causa baja de la convocatoria por lesión. Thiago Almada es el jugador que le sustituye #TodosJuntos #SeleccionMayor #QatarWorldCup2022 #MundialQatar2022 #FIFAWorldCupQatar2022 https://t.co/2xv4GKAH6y",False,replied_to,,
FutbolPro3D,1210030238136225793,False,FutbolPro3D,Argentina,es,1593376832656756736,Twitter Web App,['1593376832656756736'],2022-11-17 22:53:35+00:00,Una diapo para tener la referencia mínima del primer rival de la #SeleccionMayor Argentina a 5 días del #MundialQatar2022 https://t.co/i3AWnzO3t1,False,,,
Argentina,2495199115,True,Selección Argentina 🇦🇷,Argentina,es,1593376717690634240,Twitter for Android,['1593376717690634240'],2022-11-17 22:53:07+00:00,"#SelecciónMayor

 Tras el entrenamiento de hoy, el futbolista Nicolás González sufrió una lesión muscular y quedará desafectado de la nómina mundialista. En su reemplazo, el CT de @Argentina,  convoca a Ángel Correa.

Vía @Argentina https://t.co/hBWlQlvSQt",False,,,
TiempoDeportiv8,1503481326694850560,False,Tiempo Deportivo,,es,1593376563424382977,Twitter Web App,['1593376563424382977'],2022-11-17 22:52:30+00:00,Una diapo para tener la referencia mínima del primer rival de la #SeleccionMayor Argentina a 5 días del #MundialQatar2022 https://t.co/1iBzkarp9E,False,,,
futboltime101,1321175260901875720,False,futboltime10,,es,1593378648643567622,TweetDeck,['1593378648643567622'],2022-11-17 23:00:48+00:00,"#SelecciónMayor Parte médico de los jugadores Nicolás González y Joaquín Correa.

📝 https://t.co/z9qMwrf706 https://t.co/d6CbqOYF7q",False,,,
RXFutbol,143103757,False,RX Fútbol,Argentina,es,1593377964590133248,Twitter for Android,['1593377964590133248'],2022-11-17 22:58:04+00:00,"🚨 ÚLTIMO MOMENTO

@Argentina 
#SelecciónMayor

 El futbolista Thiago Almada se suma a la convocatoria mundialista de #Qatar2022   . https://t.co/2SbHRfv90X",False,,,
FutbolPro3D,1210030238136225793,False,FutbolPro3D,Argentina,es,1593377480097906689,Twitter for Android,['1593377480097906689'],2022-11-17 22:56:09+00:00,"CAMBIO EN LA CONVOCATORIA DE ARGENTINA 🇦🇷
Joaquín Correa causa baja de la convocatoria por lesión. Thiago Almada es el jugador que le sustituye #TodosJuntos #SeleccionMayor #QatarWorldCup2022 #MundialQatar2022 #FIFAWorldCupQatar2022 https://t.co/2xv4GKAH6y",False,replied_to,,
Argentina,2495199115,True,Selección Argentina 🇦🇷,Argentina,es,1593376832656756736,Twitter Web App,['1593376832656756736'],2022-11-17 22:53:35+00:00,Una diapo para tener la referencia mínima del primer rival de la #SeleccionMayor Argentina a 5 días del #MundialQatar2022 https://t.co/i3AWnzO3t1,False,,,
TiempoDeportiv8,1503481326694850560,False,Tiempo Deportivo,,es,1593376717690634240,Twitter for Android,['1593376717690634240'],2022-11-17 22:53:07+00:00,"#SelecciónMayor

 Tras el entrenamiento de hoy, el futbolista Nicolás González sufrió una lesión muscular y quedará desafectado de la nómina mundialista. En su reemplazo, el CT de @Argentina,  convoca a Ángel Correa.

Vía @Argentina https://t.co/hBWlQlvSQt",False,,,
futboltime101,1321175260901875720,False,futboltime10,,es,1593376563424382977,Twitter Web App,['1593376563424382977'],2022-11-17 22:52:30+00:00,Una diapo para tener la referencia mínima del primer rival de la #SeleccionMayor Argentina a 5 días del #MundialQatar2022 https://t.co/1iBzkarp9E,False,,,
RXFutbol,143103757,False,RX Fútbol,Argentina,es,1593378648643567622,TweetDeck,['1593378648643567622'],2022-11-17 23:00:48+00:00,"#SelecciónMayor Parte médico de los jugadores Nicolás González y Joaquín Correa.

📝 https://t.co/z9qMwrf706 https://t.co/d6CbqOYF7q",False,,,
FutbolPro3D,1210030238136225793,False,FutbolPro3D,Argentina,es,1593377964590133248,Twitter for Android,['1593377964590133248'],2022-11-17 22:58:04+00:00,"🚨 ÚLTIMO MOMENTO

@Argentina 
#SelecciónMayor

 El futbolista Thiago Almada se suma a la convocatoria mundialista de #Qatar2022   . https://t.co/2SbHRfv90X",False,,,
Argentina,2495199115,True,Selección Argentina 🇦🇷,Argentina,es,1593377480097906689,Twitter for Android,['1593377480097906689'],2022-11-17 22:56:09+00:00,"CAMBIO EN LA CONVOCATORIA DE ARGENTINA 🇦🇷
Joaquín Correa causa baja de la convocatoria por lesión. Thiago Almada es el jugador que le sustituye #TodosJuntos #SeleccionMayor #QatarWorldCup2022 #MundialQatar2022 #FIFAWorldCupQatar2022 https://t.co/2xv4GKAH6y",False,replied_to,,
TiempoDeportiv8,1503481326694850560,False,Tiempo Deportivo,,es,1593376832656756736,Twitter Web App,['1593376832656756736'],2022-11-17 22:53:35+00:00,Una diapo para tener la referencia mínima del primer rival de la #SeleccionMayor Argentina a 5 días del #MundialQatar2022 https://t.co/i3AWnzO3t1,False,,,
futboltime101,1321175260901875720,False,futboltime10,,es,1593376717690634240,Twitter for Android,['1593376717690634240'],2022-11-17 22:53:07+00:00,"#SelecciónMayor

 Tras el entrenamiento de hoy, el futbolista Nicolás González sufrió una lesión muscular y quedará desafectado de la nómina mundialista. En su reemplazo, el CT de @Argentina,  convoca a Ángel Correa.

Vía @Argentina https://t.co/hBWlQlvSQt",False,,,
RXFutbol,143103757,False,RX Fútbol,Argentina,es,1593376563424382977,Twitter Web App,['1593376563424382977'],2022-11-17 22:52:30+00:00,Una diapo para tener la referencia mínima del primer rival de la #SeleccionMayor Argentina a 5 días del #MundialQatar2022 https://t.co/1iBzkarp9E,False,,,
FutbolPro3D,1210030238136225793,False,FutbolPro3D,Argentina,es,1593378648643567622,TweetDeck,['1593378648643567622'],2022-11-17 23:00:48+00:00,"#SelecciónMayor Parte médico de los jugadores Nicolás González y Joaquín Correa.

📝 https://t.co/z9qMwrf706 https://t.co/d6CbqOYF7q",False,,,
Argentina,2495199115,True,Selección Argentina 🇦🇷,Argentina,es,1593377964590133248,Twitter for Android,['1593377964590133248'],2022-11-17 22:58:04+00:00,"🚨 ÚLTIMO MOMENTO

@Argentina 
#SelecciónMayor

 El futbolista Thiago Almada se suma a la convocatoria mundialista de #Qatar2022   . https://t.co/2SbHRfv90X",False,,,
TiempoDeportiv8,1503481326694850560,False,Tiempo Deportivo,,es,1593377480097906689,Twitter for Android,['1593377480097906689'],2022-11-17 22:56:09+00:00,"CAMBIO EN LA CONVOCATORIA DE ARGENTINA 🇦🇷
Joaquín Correa causa baja de la convocatoria por lesión. Thiago Almada es el jugador que le sustituye #TodosJuntos #SeleccionMayor #QatarWorldCup2022 #MundialQatar2022 #FIFAWorldCupQatar2022 https://t.co/2xv4GKAH6y",False,replied_to,,
futboltime101,1321175260901875720,False,futboltime10,,es,1593376832656756736,Twitter Web App,['1593376832656756736'],2022-11-17 22:53:35+00:00,Una diapo para tener la referencia mínima del primer rival de la #SeleccionMayor Argentina a 5 días del #MundialQatar2022 https://t.co/i3AWnzO3t1,False,,,
RXFutbol,143103757,False,RX Fútbol,Argentina,es,1593376717690634240,Twitter for Android,['1593376717690634240'],2022-11-17 22:53:07+00:00,"#SelecciónMayor

 Tras el entrenamiento de hoy, el futbolista Nicolás González sufrió una lesión muscular y quedará desafectado de la nómina mundialista. En su reemplazo, el CT de @Argentina,  convoca a Ángel Correa.

Vía @Argentina https://t.co/hBWlQlvSQt",False,,,
FutbolPro3D,1210030238136225793,False,FutbolPro3D,Argentina,es,1593376563424382977,Twitter Web App,['1593376563424382977'],2022-11-17 22:52:30+00:00,Una diapo para tener la referencia mínima del primer rival de la #SeleccionMayor Argentina a 5 días del #MundialQatar2022 https://t.co/1iBzkarp9E,False,,,
Argentina,2495199115,True,Selección Argentina 🇦🇷,Argentina,es,1593378648643567622,TweetDeck,['1593378648643567622'],2022-11-17 23:00:48+00:00,"#SelecciónMayor Parte médico de los jugadores Nicolás González y Joaquín Correa.

📝 https://t.co/z9qMwrf706 https://t.co/d6CbqOYF7q",False,,,
TiempoDeportiv8,1503481326694850560,False,Tiempo Deportivo,,es,1593377964590133248,Twitter for Android,['1593377964590133248'],2022-11-17 22:58:04+00:00,"🚨 ÚLTIMO MOMENTO

@Argentina 
#SelecciónMayor

 El futbolista Thiago Almada se suma a la convocatoria mundialista de #Qatar2022   . https://t.co/2SbHRfv90X",False,,,
futboltime101,1321175260901875720,False,futboltime10,,es,1593377480097906689,Twitter for Android,['1593377480097906689'],2022-11-17 22:56:09+00:00,"CAMBIO EN LA CONVOCATORIA DE ARGENTINA 🇦🇷
Joaquín Correa causa baja de la convocatoria por lesión. Thiago Almada es el jugador que le sustituye #TodosJuntos #SeleccionMayor #QatarWorldCup2022 #MundialQatar2022 #FIFAWorldCupQatar2022 https://t.co/2xv4GKAH6y",False,replied_to,,
RXFutbol,143103757,False,RX Fútbol,Argentina,es,1593376832656756736,Twitter Web App,['1593376832656756736'],2022-11-17 22:53:35+00:00,Una diapo para tener la referencia mínima del primer rival de la #SeleccionMayor Argentina a 5 días del #MundialQatar2022 https://t.co/i3AWnzO3t1,False,,,
FutbolPro3D,1210030238136225793,False,FutbolPro3D,Argentina,es,1593376717690634240,Twitter for Android,['1593376717690634240'],2022-11-17 22:53:07+00:00,"#SelecciónMayor

 Tras el entrenamiento de hoy, el futbolista Nicolás González sufrió una lesión muscular y quedará desafectado de la nómina mundialista. En su reemplazo, el CT de @Argentina,  convoca a Ángel Correa.

Vía @Argentina https://t.co/hBWlQlvSQt",False,,,
,,,,,es,1593376563424382977,Twitter Web App,['1593376563424382977'],2022-11-17 22:52:30+00:00,Una diapo para tener la referencia mínima del primer rival de la #SeleccionMayor Argentina a 5 días del #MundialQatar2022 https://t.co/1iBzkarp9E,False,,,
,,,,,es,1593378648643567622,TweetDeck,['1593378648643567622'],2022-11-17 23:00:48+00:00,"#SelecciónMayor Parte médico de los jugadores Nicolás González y Joaquín Correa.

📝 https://t.co/z9qMwrf706 https://t.co/d6CbqOYF7q",False,,,
,,,,,es,1593377964590133248,Twitter for Android,['1593377964590133248'],2022-11-17 22:58:04+00:00,"🚨 ÚLTIMO MOMENTO

@Argentina 
#SelecciónMayor

 El futbolista Thiago Almada se suma a la convocatoria mundialista de #Qatar2022   . https://t.co/2SbHRfv90X",False,,,
,,,,,es,1593377480097906689,Twitter for Android,['1593377480097906689'],2022-11-17 22:56:09+00:00,"CAMBIO EN LA CONVOCATORIA DE ARGENTINA 🇦🇷
Joaquín Correa causa baja de la convocatoria por lesión. Thiago Almada es el jugador que le sustituye #TodosJuntos #SeleccionMayor #QatarWorldCup2022 #MundialQatar2022 #FIFAWorldCupQatar2022 https://t.co/2xv4GKAH6y",False,replied_to,,
,,,,,es,1593376832656756736,Twitter Web App,['1593376832656756736'],2022-11-17 22:53:35+00:00,Una diapo para tener la referencia mínima del primer rival de la #SeleccionMayor Argentina a 5 días del #MundialQatar2022 https://t.co/i3AWnzO3t1,False,,,
,,,,,es,1593376717690634240,Twitter for Android,['1593376717690634240'],2022-11-17 22:53:07+00:00,"#SelecciónMayor

 Tras el entrenamiento de hoy, el futbolista Nicolás González sufrió una lesión muscular y quedará desafectado de la nómina mundialista. En su reemplazo, el CT de @Argentina,  convoca a Ángel Correa.

Vía @Argentina https://t.co/hBWlQlvSQt",False,,,
,,,,,es,1593376563424382977,Twitter Web App,['1593376563424382977'],2022-11-17 22:52:30+00:00,Una diapo para tener la referencia mínima del primer rival de la #SeleccionMayor Argentina a 5 días del #MundialQatar2022 https://t.co/1iBzkarp9E,False,,,
,,,,,es,1593378648643567622,TweetDeck,['1593378648643567622'],2022-11-17 23:00:48+00:00,"#SelecciónMayor Parte médico de los jugadores Nicolás González y Joaquín Correa.

📝 https://t.co/z9qMwrf706 https://t.co/d6CbqOYF7q",False,,,
,,,,,es,1593377964590133248,Twitter for Android,['1593377964590133248'],2022-11-17 22:58:04+00:00,"🚨 ÚLTIMO MOMENTO

@Argentina 
#SelecciónMayor

 El futbolista Thiago Almada se suma a la convocatoria mundialista de #Qatar2022   . https://t.co/2SbHRfv90X",False,,,
,,,,,es,1593377480097906689,Twitter for Android,['1593377480097906689'],2022-11-17 22:56:09+00:00,"CAMBIO EN LA CONVOCATORIA DE ARGENTINA 🇦🇷
Joaquín Correa causa baja de la convocatoria por lesión. Thiago Almada es el jugador que le sustituye #TodosJuntos #SeleccionMayor #QatarWorldCup2022 #MundialQatar2022 #FIFAWorldCupQatar2022 https://t.co/2xv4GKAH6y",False,replied_to,,
,,,,,es,1593376832656756736,Twitter Web App,['1593376832656756736'],2022-11-17 22:53:35+00:00,Una diapo para tener la referencia mínima del primer rival de la #SeleccionMayor Argentina a 5 días del #MundialQatar2022 https://t.co/i3AWnzO3t1,False,,,
,,,,,es,1593376717690634240,Twitter for Android,['1593376717690634240'],2022-11-17 22:53:07+00:00,"#SelecciónMayor

 Tras el entrenamiento de hoy, el futbolista Nicolás González sufrió una lesión muscular y quedará desafectado de la nómina mundialista. En su reemplazo, el CT de @Argentina,  convoca a Ángel Correa.

Vía @Argentina https://t.co/hBWlQlvSQt",False,,,
,,,,,es,1593376563424382977,Twitter Web App,['1593376563424382977'],2022-11-17 22:52:30+00:00,Una diapo para tener la referencia mínima del primer rival de la #SeleccionMayor Argentina a 5 días del #MundialQatar2022 https://t.co/1iBzkarp9E,False,,,
,,,,,es,1593378648643567622,TweetDeck,['1593378648643567622'],2022-11-17 23:00:48+00:00,"#SelecciónMayor Parte médico de los jugadores Nicolás González y Joaquín Correa.

📝 https://t.co/z9qMwrf706 https://t.co/d6CbqOYF7q",False,,,
,,,,,es,1593377964590133248,Twitter for Android,['1593377964590133248'],2022-11-17 22:58:04+00:00,"🚨 ÚLTIMO MOMENTO

@Argentina 
#SelecciónMayor

 El futbolista Thiago Almada se suma a la convocatoria mundialista de #Qatar2022   . https://t.co/2SbHRfv90X",False,,,
,,,,,es,1593377480097906689,Twitter for Android,['1593377480097906689'],2022-11-17 22:56:09+00:00,"CAMBIO EN LA CONVOCATORIA DE ARGENTINA 🇦🇷
Joaquín Correa causa baja de la convocatoria por lesión. Thiago Almada es el jugador que le sustituye #TodosJuntos #SeleccionMayor #QatarWorldCup2022 #MundialQatar2022 #FIFAWorldCupQatar2022 https://t.co/2xv4GKAH6y",False,replied_to,,
,,,,,es,1593376832656756736,Twitter Web App,['1593376832656756736'],2022-11-17 22:53:35+00:00,Una diapo para tener la referencia mínima del primer rival de la #SeleccionMayor Argentina a 5 días del #MundialQatar2022 https://t.co/i3AWnzO3t1,False,,,
,,,,,es,1593376717690634240,Twitter for Android,['1593376717690634240'],2022-11-17 22:53:07+00:00,"#SelecciónMayor

 Tras el entrenamiento de hoy, el futbolista Nicolás González sufrió una lesión muscular y quedará desafectado de la nómina mundialista. En su reemplazo, el CT de @Argentina,  convoca a Ángel Correa.

Vía @Argentina https://t.co/hBWlQlvSQt",False,,,
,,,,,es,1593376563424382977,Twitter Web App,['1593376563424382977'],2022-11-17 22:52:30+00:00,Una diapo para tener la referencia mínima del primer rival de la #SeleccionMayor Argentina a 5 días del #MundialQatar2022 https://t.co/1iBzkarp9E,False,,,
